sql_text,timestamp,query_length,num_joins,num_where,has_order_by,has_group_by,has_having,has_limit,num_subqueries,num_predicates,num_aggregates,has_like,has_in,access_type,key_used,rows_examined,using_filesort,using_temporary,using_index,explain_text,execution_time,buffer_pool_hit_ratio,connections_count,hour_of_day,day_of_week,is_peak_hour,is_slow,query_type,expected_speed
"SELECT * FROM products
                    WHERE description LIKE '%phone%' OR more_details LIKE '%phone%'
                    LIMIT 100",2026-02-07T14:20:31.141468,174,0,1,0,0,0,1,0,3,0,1,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 20.99, ""Extra"": ""Using where""}]",0.6045,1.0,2,14,5,1,1,or_non_indexed,slow
SELECT * FROM orders WHERE YEAR(orderdate) = 2024,2026-02-07T14:20:31.765642,49,0,1,0,0,0,0,0,3,0,0,0,ALL,,31106,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using where""}]",0.0444,1.0,2,14,5,1,0,function_on_index,slow
"SELECT 
                        DATE_FORMAT(orderdate, '%Y-%m') as month,
                        status,
                        COUNT(*) as order_count,
                        AVG(price) as avg_price,
                        MIN(price) as min_price,
                        MAX(price) as max_price
                    FROM orders
                    WHERE orderdate >= '2024-01-01'
                    GROUP BY DATE_FORMAT(orderdate, '%Y-%m'), status
                    ORDER BY month DESC, order_count DESC",2026-02-07T14:20:31.830235,549,0,1,1,1,0,0,0,10,4,0,0,ALL,,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where; Using temporary; Using filesort""}]",0.0928,1.0,2,14,5,1,0,aggregate_complex,slow
SELECT * FROM orders WHERE YEAR(orderdate) = 2024,2026-02-07T14:20:31.942378,49,0,1,0,0,0,0,0,3,0,0,0,ALL,,31106,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using where""}]",0.0423,1.0,2,14,5,1,0,function_on_index,slow
"SELECT category, COUNT(*) as count, AVG(price) as avg_price FROM products GROUP BY category",2026-02-07T14:20:32.004804,91,0,0,0,1,0,0,0,2,2,0,0,ALL,,273511,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 100.0, ""Extra"": ""Using temporary""}]",0.5099,1.0,2,14,5,1,1,aggregate_simple,medium
"SELECT client_id, COUNT(*) as order_count, SUM(price) as total_spent
                    FROM orders
                    GROUP BY client_id
                    HAVING COUNT(*) > 5
                    ORDER BY total_spent DESC
                    LIMIT 100",2026-02-07T14:20:32.534033,293,0,0,1,1,1,1,0,3,3,0,0,index,idx_orders_1770229108046,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""index"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""7"", ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using temporary; Using filesort""}]",0.097,1.0,2,14,5,1,0,aggregate_having,slow
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:33.152516,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0427,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:33.215739,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0271,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:33.259702,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0279,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT * FROM products
                    WHERE description LIKE '%phone%' OR more_details LIKE '%phone%'
                    LIMIT 100",2026-02-07T14:20:33.307112,174,0,1,0,0,0,1,0,3,0,1,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 20.99, ""Extra"": ""Using where""}]",0.6341,1.0,2,14,5,1,1,or_non_indexed,slow
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:33.960335,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0297,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT category, COUNT(*) as count, AVG(price) as avg_price FROM products GROUP BY category",2026-02-07T14:20:34.009107,91,0,0,0,1,0,0,0,2,2,0,0,ALL,,273511,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 100.0, ""Extra"": ""Using temporary""}]",0.5156,1.0,2,14,5,1,1,aggregate_simple,medium
"SELECT * FROM products
                    WHERE description LIKE '%phone%' OR more_details LIKE '%phone%'
                    LIMIT 100",2026-02-07T14:20:34.545080,174,0,1,0,0,0,1,0,3,0,1,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 20.99, ""Extra"": ""Using where""}]",0.6652,1.0,2,14,5,1,1,or_non_indexed,slow
"SELECT category, COUNT(*) as count, AVG(price) as avg_price FROM products GROUP BY category",2026-02-07T14:20:35.227098,91,0,0,0,1,0,0,0,2,2,0,0,ALL,,273511,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 100.0, ""Extra"": ""Using temporary""}]",0.4856,1.0,2,14,5,1,0,aggregate_simple,medium
SELECT * FROM clients LIMIT 18,2026-02-07T14:20:35.731308,30,0,0,0,0,0,1,0,0,0,0,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": null}]",0.0026,1.0,2,14,5,1,0,simple_limit,fast
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:35.752661,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0368,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT c.firstname, c.lastname,
                        (SELECT COUNT(*) FROM orders o WHERE o.client_id = c.id) as order_count
                    FROM clients c
                    WHERE (SELECT COUNT(*) FROM orders o WHERE o.client_id = c.id) > 5
                    LIMIT 100",2026-02-07T14:20:36.311146,317,0,3,0,0,0,1,2,6,2,0,0,ALL,,31053,0,0,0,"[{""id"": 1, ""select_type"": ""PRIMARY"", ""table"": ""c"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 3, ""select_type"": ""DEPENDENT SUBQUERY"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""pos.c.id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using index""}, {""id"": 2, ""select_type"": ""DEPENDENT SUBQUERY"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""pos.c.id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using index""}]",0.0116,1.0,2,14,5,1,0,subquery_correlated,slow
"SELECT c.firstname, c.lastname,
                        (SELECT COUNT(*) FROM orders o WHERE o.client_id = c.id) as order_count
                    FROM clients c
                    WHERE (SELECT COUNT(*) FROM orders o WHERE o.client_id = c.id) > 5
                    LIMIT 100",2026-02-07T14:20:36.342908,317,0,3,0,0,0,1,2,6,2,0,0,ALL,,31053,0,0,0,"[{""id"": 1, ""select_type"": ""PRIMARY"", ""table"": ""c"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 3, ""select_type"": ""DEPENDENT SUBQUERY"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""pos.c.id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using index""}, {""id"": 2, ""select_type"": ""DEPENDENT SUBQUERY"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""pos.c.id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using index""}]",0.0239,1.0,2,14,5,1,0,subquery_correlated,slow
SELECT * FROM orders WHERE YEAR(orderdate) = 2024,2026-02-07T14:20:36.388682,49,0,1,0,0,0,0,0,3,0,0,0,ALL,,31106,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using where""}]",0.0692,1.0,2,14,5,1,0,function_on_index,slow
"SELECT 
                        DATE_FORMAT(orderdate, '%Y-%m') as month,
                        status,
                        COUNT(*) as order_count,
                        AVG(price) as avg_price,
                        MIN(price) as min_price,
                        MAX(price) as max_price
                    FROM orders
                    WHERE orderdate >= '2024-01-01'
                    GROUP BY DATE_FORMAT(orderdate, '%Y-%m'), status
                    ORDER BY month DESC, order_count DESC",2026-02-07T14:20:36.480652,549,0,1,1,1,0,0,0,10,4,0,0,ALL,,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where; Using temporary; Using filesort""}]",0.0817,1.0,2,14,5,1,0,aggregate_complex,slow
"SELECT * FROM products
                    WHERE id IN (
                        SELECT product_id FROM cart
                        WHERE client_id = 14502
                    )",2026-02-07T14:20:36.580436,216,0,2,0,0,0,0,0,2,0,0,1,ALL,,273512,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""<subquery2>"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": null, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}, {""id"": 2, ""select_type"": ""MATERIALIZED"", ""table"": ""cart"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""fk_cart_client,fk_cart_product"", ""key"": ""fk_cart_client"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0028,1.0,2,14,5,1,0,subquery_in,slow
"SELECT * FROM products
                    WHERE id IN (
                        SELECT product_id FROM cart
                        WHERE client_id = 27281
                    )",2026-02-07T14:20:36.602000,216,0,2,0,0,0,0,0,2,0,0,1,ALL,,273512,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""<subquery2>"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": null, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}, {""id"": 2, ""select_type"": ""MATERIALIZED"", ""table"": ""cart"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""fk_cart_client,fk_cart_product"", ""key"": ""fk_cart_client"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0032,1.0,2,14,5,1,0,subquery_in,slow
"SELECT c.firstname, c.lastname, o.orderdate, o.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE c.id = 9089",2026-02-07T14:20:36.624451,219,1,1,0,0,0,0,0,3,0,0,0,const,PRIMARY,3,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""const"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 2, ""filtered"": 100.0, ""Extra"": null}]",0.003,1.0,2,14,5,1,0,join_2_tables,medium
SELECT * FROM orders WHERE client_id = 13575 LIMIT 10,2026-02-07T14:20:36.646678,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,2,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 2, ""filtered"": 100.0, ""Extra"": null}]",0.003,1.0,2,14,5,1,0,simple_indexed,fast
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:36.671215,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0284,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT 
                        DATE_FORMAT(orderdate, '%Y-%m') as month,
                        status,
                        COUNT(*) as order_count,
                        AVG(price) as avg_price,
                        MIN(price) as min_price,
                        MAX(price) as max_price
                    FROM orders
                    WHERE orderdate >= '2024-01-01'
                    GROUP BY DATE_FORMAT(orderdate, '%Y-%m'), status
                    ORDER BY month DESC, order_count DESC",2026-02-07T14:20:36.719914,549,0,1,1,1,0,0,0,10,4,0,0,ALL,,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where; Using temporary; Using filesort""}]",0.0779,1.0,2,14,5,1,0,aggregate_complex,slow
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:20:37.319246,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1483,1.0,2,14,5,1,0,join_3_tables,slow
"SELECT category, COUNT(*) as count, AVG(price) as avg_price FROM products GROUP BY category",2026-02-07T14:20:37.490762,91,0,0,0,1,0,0,0,2,2,0,0,ALL,,273511,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 100.0, ""Extra"": ""Using temporary""}]",0.4943,1.0,2,14,5,1,0,aggregate_simple,medium
SELECT * FROM orders WHERE client_id = 21103 LIMIT 10,2026-02-07T14:20:38.003249,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0023,1.0,2,14,5,1,0,simple_indexed,fast
"SELECT client_id, COUNT(*) as order_count, SUM(price) as total_spent
                    FROM orders
                    GROUP BY client_id
                    HAVING COUNT(*) > 5
                    ORDER BY total_spent DESC
                    LIMIT 100",2026-02-07T14:20:38.024215,293,0,0,1,1,1,1,0,3,3,0,0,index,idx_orders_1770229108046,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""index"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""7"", ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using temporary; Using filesort""}]",0.0757,1.0,2,14,5,1,0,aggregate_having,slow
"SELECT * FROM products
                    WHERE id IN (
                        SELECT product_id FROM cart
                        WHERE client_id = 2648
                    )",2026-02-07T14:20:38.121440,215,0,2,0,0,0,0,0,2,0,0,1,ALL,,273512,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""<subquery2>"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": null, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}, {""id"": 2, ""select_type"": ""MATERIALIZED"", ""table"": ""cart"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""fk_cart_client,fk_cart_product"", ""key"": ""fk_cart_client"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0031,1.0,2,14,5,1,0,subquery_in,slow
"SELECT * FROM products
                    WHERE description LIKE '%phone%' OR more_details LIKE '%phone%'
                    LIMIT 100",2026-02-07T14:20:38.144417,174,0,1,0,0,0,1,0,3,0,1,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 20.99, ""Extra"": ""Using where""}]",0.6336,1.0,2,14,5,1,1,or_non_indexed,slow
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:20:38.797690,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0291,1.0,2,14,5,1,0,join_aggregate,slow
